MRd,MEqp,beff,bw,h,hf,fi,fck,cnom,d,n1,ro1,wk,Mcr,cost
3592.902992378803,1150.3178197703398,969.2333739735546,781.4736797881093,867.7935205044695,170.16923930926404,20,40,55.521674675928026,802.2718458285415,37,0.016369173464998645,0.11003524313177539,519.3992925481282,843.3104213256538
670.2086949503328,696.2392430907993,883.7281264988306,753.9957365727258,385.73065249471415,115.81214030878488,12,45,37.899291196498076,341.83136129821605,45,0.016639364363316624,0.34239637700765047,99.0877340553662,381.49519775860927
1700.5603128672271,1913.0324642760631,1944.0514042258612,849.2976496552739,1018.7688031345557,499.8653887536784,8,30,44.32522072359689,970.4435824109588,82,0.0029181341693479777,0.43128674176735854,924.8762038929266,796.5654588999796
1148.561302547636,1917.4948922258186,2289.7342327169295,1070.9961167234621,290.8349801885275,150.22707130317335,32,50,45.27313410539873,229.56184608312876,17,0.0276446101788724,0.6718249238619849,136.07294950535834,852.6362911805525
3373.97252694171,1445.9156338197083,1108.2118129317835,581.2183964183369,810.0729139720255,452.93552689417714,32,25,18.288181414744244,775.7847325572812,15,0.017002564166402855,0.06551233606710473,414.6601707353574,755.500615708198
869.0020543617726,824.827300910682,2245.230320428802,1013.0544690310059,372.33797927618133,58.158317089647774,32,20,31.817419918074254,324.5205593581071,29,0.05196094018917015,0.0904347235504767,113.34915275492226,1070.2036228488403
1541.5423523450763,1327.2118388970468,1380.7075875483868,935.0801207297853,525.793214796869,216.9515698161594,32,20,48.898909308397066,460.894305488472,17,0.023238687342024174,0.2500135994385118,169.70364409003497,741.1854960304802
3609.384383632872,1218.2582811210657,2510.9968033622863,1128.5706798876852,461.0529917939478,264.012684337873,28,50,27.445718471762145,419.6072733221856,37,0.025734327763743858,0.06226658355522549,453.9156299649305,1460.5637406517287
706.0650839542614,1911.1296661198135,720.0744330126923,642.2497953556239,399.7445166696346,95.1683700788679,25,35,56.32262268124225,330.92189398839236,18,0.03345064412639902,0.9402574384687682,73.9166025526713,476.6645831623341
15222.011492953512,1932.3232349877803,2426.850329572767,749.224586428236,1950.4818710374157,339.73096527350265,28,35,33.9474931070916,1902.5343779303241,31,0.009397138435953186,0.026562863294577528,4303.641503052421,1760.0895546902257
3284.593751936056,949.8519197898651,1414.72528557762,1056.759055131732,1366.6886665534503,90.84973952692413,8,30,56.825979132826454,1305.8626874206238,119,0.004050424079865983,0.10089573806056831,1214.3264429193807,898.1329769303571
969.6205333048857,1126.2826367008654,1661.4832390330407,516.1781795988584,363.9408092372716,333.41060749838925,28,20,12.286524203032936,337.6542850342387,14,0.015131298666837227,0.13704073879407144,98.72179534367407,536.8940649635489
2846.3792469888317,809.9840068811887,1708.706793177522,966.1189153492593,1119.4097784221722,341.16800381369615,32,30,47.6950713924038,1055.7147070297683,8,0.004820075113191712,0.12052992908569699,1054.2562077815278,851.920570718227
6611.860032447163,316.66681340191343,698.4987057076365,599.8555975900055,1468.9878378358094,275.35869537855547,25,50,11.144993617090073,1445.3428442187194,23,0.012429336605001423,0.003797067281034815,1373.200246250245,1029.0431602347926
213.42218261703033,249.58601831208756,2652.662855474531,1130.2533779906478,133.23014228444887,71.64084289346332,20,30,10.893737519368909,112.33640476507996,17,0.020568830679774282,0.1393487426088834,24.217159607157914,325.3973607619604
5272.80777885675,1109.2382589914926,1021.3983276435655,865.6337946259015,1191.0604670835846,352.83741403271483,32,16,47.50801163527193,1127.5524554483127,33,0.024438877371795772,0.028728422308020734,660.8520134234279,1366.16937374457
5301.706157483815,642.1866557719308,1182.0105498359928,473.9639534717853,1021.8366482831831,453.0355526338648,32,30,39.26067199276845,966.5759762904146,18,0.017981302089651038,0.02712807672482492,739.1900306121322,927.5935303229846
623.736014931741,452.8235820469716,1196.9391542514934,251.7533160947991,416.91771266494095,127.60678713350994,32,25,54.543341469192,346.37437119574895,6,0.021392170404384955,0.31649812454319637,77.75940529113402,278.90553285356515
834.5796596184331,1451.5127405199707,2350.6348155828177,646.0744987313884,229.9543339388436,158.6171286989798,25,45,30.331650943323222,187.1226829955204,26,0.030464308220658882,0.42544760198091724,82.04047324721687,747.8338705479193
1262.8671131170468,1568.2366783656562,2796.04517943876,1154.2062202105099,451.081863210931,58.31367895196261,20,25,59.391812094410206,381.69005111652075,27,0.013761407973931446,0.7379894094938843,181.25599565752142,578.2112013600598
847.3593755597248,487.54386515775883,1194.1648057017135,681.8547025623833,314.28557942617357,88.8573151884386,28,40,25.321013779785467,274.9645656463881,16,0.03791875031504771,0.10880993897164962,79.66944986051313,526.6375265000472
3582.6541080197458,1736.9383370686746,2387.9989025776663,1177.0380248054494,1208.6666229201574,345.87573415804087,10,40,52.26188988322023,1151.4047330369372,93,0.003966466634467999,0.16383104024861975,1970.712997433828,1297.317410137765
10870.533860087933,905.6376890699172,1540.3098238201144,856.3446103517915,1311.0932363154302,428.2984006518913,32,50,57.88465663348316,1237.208579681947,27,0.015338602598232342,0.030064062256119968,2153.1025736331276,1763.8133870309734
648.1644447859175,1448.0699101935718,1754.571598758052,752.7684157444027,491.5414232644336,371.38465318394884,8,40,17.09465973536632,470.4467635290673,65,0.004402888052699907,0.38034381323174393,251.5789394456216,535.3987875917046
3253.669119747811,522.9360206038058,2532.380836043148,694.841500661178,747.517465831365,430.694616102378,20,40,23.894119743749016,713.623346087616,35,0.008388288938510843,0.02332604061689344,881.6499832895071,1149.231069495363
1501.4101160238627,1273.6906285053842,1259.6038161259648,647.0635593137349,970.9224212160665,498.61336035115215,8,45,18.570628236080886,948.3517929799856,74,0.0039839007317335855,0.13243266127459832,788.839265531317,704.8957818954259
625.037150475062,29.009507694766754,1559.764181903958,540.2213026648992,402.16976007882107,211.69947031330548,12,45,15.832988216481672,380.3367718623394,35,0.009139761902562769,0.004723265633125654,174.8838423087119,413.8404378303432
2178.5519025446915,748.1482460213402,1618.0196704764608,932.8675657985285,497.9725424976831,55.60490009112802,20,40,38.77603153712684,449.1965109605562,43,0.026875779381684412,0.09455304278646992,229.64505616714789,802.6217819216747
1572.3817175084682,1342.055167651092,1032.5266012718957,959.1433506966888,442.2695350282076,162.98276865953267,25,45,35.493837876173544,394.27569715203407,23,0.025885217105475505,0.26493171862950987,165.80884748709647,700.8808889488135
2184.3818045295448,1008.1211472460008,2300.493604602584,924.4392778529535,485.45537036983166,187.71797609747654,25,45,27.478310155827142,445.4770602140045,25,0.01735556706487342,0.10508255375059634,390.4997079313377,901.6253083292966
782.036661868754,35.37204914244715,1763.3808853988091,984.33502687332,542.5808194115099,345.8643658215143,8,35,36.67501213748866,501.90580727402124,74,0.004629156969177966,0.010301338866852425,283.3590290945061,546.8289360027483
2041.9143378421838,1567.3913895037626,857.2547822689965,446.0920515510311,692.0065017996769,168.40898359893737,28,25,10.249724506175413,667.7567772935015,15,0.02443835301497793,0.07421576140119077,218.15677677738805,512.3154809601397
752.2948303729037,1891.1975934112686,239.95306167737886,191.73603976683648,834.9603347381533,91.31901353655343,25,50,54.10777201891072,768.3525627192425,5,0.014920620612934206,1.5037251616960725,129.27302988381516,202.27407300902883
3669.082030625136,1842.5714154408843,2887.430819677325,885.7026024920209,519.6439787142135,215.65037185999202,32,40,15.577192804803543,488.06678590941,24,0.021640809057159642,0.07098944260329759,551.3405289345429,1242.3686703127144
1491.3682163906126,1356.5245523829647,703.0850189780826,697.2185811021128,474.2404659347059,418.0700942964882,25,40,14.837372571200916,446.90309336350504,25,0.0368411235595023,0.09535383246303619,135.30388451446723,661.1944293530712
2505.873631938819,1466.4567326953368,2998.0371744056893,1136.6483529950906,1240.2736176527899,351.15362406840205,8,16,57.7677676770438,1178.505849975746,100,0.0024360649974670824,0.260341875846638,1294.0997025806012,816.0572097952668
7657.919568890491,44.88149048745643,2870.304449654943,807.5687050866807,1385.0239951978415,53.618971421811615,32,16,44.61702308237304,1324.4069721154685,21,0.01374107057595645,0.0017504349471388846,946.6310335561767,1030.7878635197872
3677.52683526046,1851.5197129424569,1340.7415712478144,1158.4585231169049,835.4711793654773,186.19978944745415,14,40,21.30867000284678,807.1625093626305,74,0.011370949825064824,0.08480942801301226,710.9875421772564,994.6854883216081
