MRd,MEd,MEqp,b,h,fi,fck,a1,d,n1,n2,ro1,ro2,Wk,Mcr,Cost
1921.1367804528095,1608.7303071205995,777.8042473336549,1879.5293662142742,951.2797409621168,8,35,48.96894690969567,902.3107940524211,100,0,0.0028113343038453113,0.0,0.15441710330186215,964.4888964965004,1090.0144858955061
2430.4249413827893,338.43499741190925,75.4926429284098,1721.7972979578994,449.49698659825515,32,40,55.37403052670723,394.12295607154795,22,0,0.022861446841478134,0.0,0.00030810721060225537,274.59809370810507,1114.8283540152415
1337.089315994333,711.8601311313579,1438.9773631339283,1013.5320696327018,862.9937813576671,10,25,47.117053391132956,815.8767279665342,51,0,0.004579466604106789,0.0,1.1164290343859922,353.77668205514095,506.48499708292024
1772.1248827131085,454.3007083376551,545.0534121930932,773.0404643551043,907.792105991049,25,16,70.90436746334618,836.8877385277028,12,0,0.008393875347675314,0.0,0.07175296347465906,234.613755270758,441.4350693848154
941.7740625328228,1299.8913738817732,35.52660122543765,825.2764419073318,829.4008292425254,25,40,66.79650781359835,762.604321428927,6,0,0.0043028601973294275,0.0,0.0005333154849334919,359.07076738744627,491.1839501409838
1732.1193740708068,1177.8213351117522,438.3276782735245,1076.5952485813857,568.5559726651868,25,40,55.2282477156472,513.3277249495396,18,0,0.014434997695723593,0.0,0.055162728126562706,254.77868043656161,680.809220021869
1963.8478765281457,215.656946088892,919.0173022304805,1431.4194246290033,725.391437417186,28,30,61.731359755351036,663.660077661835,12,0,0.007116195305786589,0.0,0.20494602317837265,411.5654665963081,755.7941895148779
975.8015684830426,1643.0347813731084,441.41202381907215,1733.031599934843,441.6664724754458,25,20,72.20326553755343,369.4632069378924,15,0,0.009619671540434985,0.0,0.16728224067447656,139.93661739481027,556.1633533605648
419.26569819248033,588.945192294499,125.63840827373667,1899.9688110484367,273.8477147340825,28,30,51.78635674877146,222.06135798531105,8,0,0.009467609529440446,0.0,0.08221447533181231,76.09950461000365,426.4969274536053
1617.197447738237,1011.3978627039864,1566.891751280492,1534.6478897508805,975.6471512853267,10,20,56.57695098520183,919.0702003001248,54,0,0.0028325795396878625,0.0,0.901983491388195,569.8524465069336,690.0872203753742
1597.967505921506,1087.7234283374169,1029.6421239467172,1232.7796417289098,462.803402010196,25,50,55.3663984714537,407.4370035387423,21,0,0.0180678799771124,0.0,0.4005716877955135,229.91909966392285,771.3269301335627
1717.7524000669614,1083.3363725398506,449.13503876070456,1561.0782664257972,404.38478869383664,28,45,54.046603907095594,350.33818478674107,22,0,0.021458983042865473,0.0,0.057553734477582344,211.99965159084846,905.7264815585423
522.0709014882061,319.8586245050339,41.24706991154773,228.055916499136,855.8983958606701,32,40,55.72049853804276,800.1778973226274,2,0,0.008240551493539779,0.0,0.00390946729655101,113.89507799710667,170.00687853892907
1350.8824728402428,163.59487089628993,1791.5173204705084,1724.7247334868473,503.26036943274494,16,30,41.85074564563096,461.40962378711396,37,0,0.008570754339254394,0.0,1.6817909457086322,244.59732976838927,681.0978522594821
301.75881622254764,114.31152488937134,171.81568325141095,746.8540752592515,274.81117182600997,25,35,66.27408069033034,208.53709113567965,9,0,0.021524955835520432,0.0,0.26288260499947425,35.366043985923504,274.91864389782825
128.9611370626103,524.7530061589002,196.11994985365993,1423.6747396593662,243.65667122613834,8,40,60.96762579542789,182.68904543071045,34,0,0.004926740482648016,0.0,2.4660222686179734,51.358914282853455,257.3548948041606
906.938336613765,695.4831591040212,1817.5001105716058,907.6464415571357,932.5969622895858,8,40,47.812478396158085,884.7844838934277,48,0,0.00285036441104615,0.0,4.0638022505579885,489.73151412628187,559.533918828449
769.9974078126727,515.386914845154,1229.3379453369353,1068.285475969912,804.0946429687982,28,25,56.98993911126132,747.1047038575368,4,0,0.002867288828945999,0.0,2.520497159823992,311.9929254924878,439.9046891957146
624.2434620020163,1762.7620035411876,1221.0467105471632,500.2776532566123,661.5978779255115,20,40,52.102890462542355,609.4949874629691,8,0,0.007593371574390555,0.0,3.8844678750136223,146.5602026356524,279.9324756583292
538.6907035768398,661.0232339650144,173.83964941086793,1211.7571525564115,540.0956620180555,14,40,50.21552672814248,489.88013528991297,17,0,0.0039986058140243,0.0,0.09811840718145479,221.58380645696613,461.88570303643735
2821.6545397966975,584.7001580338415,1833.3498586021215,1801.156108837292,477.0511707423449,32,45,68.3475073121624,408.7036634301825,24,0,0.02246387937078218,0.0,0.3799285378722191,340.134104727763,1266.3918490025403
449.616733212552,511.39073537009085,350.7049517272994,1603.9867618549213,253.44798979886104,32,30,64.79850794706036,188.6494818518007,9,0,0.01780503028985305,0.0,0.4923551725393742,56.241986924233075,465.59011015990944
402.8981506380721,260.64321159346156,759.8096586975964,1212.4197512099304,308.7143345315119,28,35,62.81005249908245,245.90428203242945,7,0,0.011515801911911759,0.0,3.5100837077087603,69.1663959448717,355.24601804210005
2454.825646814747,16.183115984728005,832.5603284236377,640.746574292128,814.0710691517684,32,35,55.797587000588116,758.2734821511802,11,0,0.01696031481762067,0.0,0.09436121948666347,303.0162848639796,605.8288959825084
1080.7436802284326,590.2576816132266,516.4727623709143,931.0495207928997,696.3712233256629,32,45,49.01485535080381,647.356367974859,5,0,0.006202206835451188,0.0,0.22150643646535983,320.5394364764378,545.4398376703372
331.73413277453335,1300.0832773222282,139.17805414946056,913.0132518305891,397.0377241836065,20,25,59.942812760390595,337.0949114232159,8,0,0.006933156536034817,0.0,0.16272828259954872,67.39273660423902,243.26929966680518
1030.2726984795108,169.8645304532729,254.14986099317318,1264.51302450227,482.21910819973886,25,25,49.447741285143024,432.77136691459583,13,0,0.01046515170955867,0.0,0.04974025645689436,148.22524374156626,493.4201162273025
1421.09891905967,1736.9586758806875,792.2344696267412,1258.2631502214533,382.2907233516488,25,45,70.60612084417536,311.6846025074734,28,0,0.028573450765406426,0.0,0.257608398395195,152.937090782191,823.2731976517431
202.80686165567334,531.508388918588,326.5293158120132,167.14011985174088,935.5812460176493,10,20,37.08346942099119,898.4977765966581,7,0,0.0035158124884510666,0.0,2.4829743760625145,58.12448752491351,76.2544432245579
189.16293484808048,875.6963343946853,303.39275482626994,1085.9247496151347,307.1561346935192,28,20,45.745151966610614,261.4109827269086,3,0,0.005538195388804891,0.0,2.4156432253172784,40.65389773981117,189.0620482351021
3126.4043337760777,251.61320861246162,1667.9436673352757,1672.1922082258066,593.6050544062853,28,35,46.43649072679056,547.1685636794947,25,0,0.015508227633659324,0.0,0.24837615877821834,407.7176568570831,1096.6692294718325
561.1315122171641,312.8006570322437,310.6811672635888,533.3502031911535,553.1183849844489,16,40,54.46689677064615,498.65148821380274,14,0,0.009541734395724873,0.0,0.2968178450222584,111.31386925286962,271.8922619972811
1614.413421743379,25.13089586266228,715.6154887182773,1539.9964030761246,482.4914894442354,32,35,68.30763743393955,414.1838520102959,13,0,0.014070963177092293,0.0,0.1768329832909315,230.1382831682381,779.2711728242086
816.959571832405,337.351533315024,1787.6131039721286,1525.545579628121,440.1204005283139,10,20,55.19979704324539,384.9206034850685,73,0,0.00853917775550671,0.0,4.172027826459797,123.25833625139188,459.46117414371827
2245.5316641867566,1328.6119332942303,1416.7980289616617,1779.8012128140988,919.2233860882455,12,35,58.538225942229445,860.6851601460161,55,0,0.003802090935814898,0.0,0.3884794927446381,866.6810825456196,1060.6112334136749
2350.2933326545576,1443.4301577875335,669.6473415956217,1347.3717929248587,803.0537233292454,32,25,58.24699830435778,744.8067250248876,10,0,0.007432891387711637,0.0,0.07053758186349728,425.36820543931316,747.2656322605674
714.2292148912479,1652.5534484475043,562.7273107313508,334.92899971834964,627.3476738429706,32,45,51.745440849237184,575.6022329937334,4,0,0.015310479238808013,0.0,0.5940388993681345,107.10414858089855,251.21110245155015
781.8567816086546,1796.1349313309013,822.8182123964426,1882.746742155413,337.40148323221496,32,45,62.95932695512853,274.44215627708644,9,0,0.011394452314399214,0.0,1.1448829701076289,153.0946018742847,662.7120525458915
843.5786952565259,99.21303593321652,1628.8682785718659,1064.0043897252358,685.9632586471912,8,30,52.17048939913047,633.7927692480607,64,0,0.004407634307819068,0.0,3.7263754921132572,262.2537567154831,454.0640570335032
2848.1421709253013,420.684735882828,418.47644603949016,858.0608203029059,901.7599623339981,28,45,73.91406103863146,827.8459012953667,14,0,0.011141020120549665,0.0,0.017217275628787762,533.3483373568455,799.597562190397
1848.5229777573597,1635.2064980201612,1963.1949710365673,1613.6836383083366,482.58236683087034,32,45,57.7891248233022,424.79324200756815,14,0,0.014458659459233195,0.0,1.1150445997695102,291.85491921981736,905.2344696357727
525.0827367239386,1293.293728597332,839.7303166387215,945.6012407737662,322.7489294719859,20,40,53.646134352256865,269.102795119729,17,0,0.017499512497296373,0.0,2.41797150511723,70.16791654927175,375.8760410493612
867.4600262353031,1281.8479992704195,591.7112198360306,1523.355626497463,526.4833053953839,25,40,52.80601920830942,473.6772861870745,9,0,0.005508413104045233,0.0,0.46422932611138124,270.604107583313,613.1875469039319
575.5606075286139,1219.7344670220173,460.3249393641693,922.4800956942815,619.8975328337752,20,30,65.5388640905806,554.3586687431946,8,0,0.004395041169941829,0.0,0.6314889905604691,183.92643396654958,355.47276543226263
1629.7082314945555,1006.6401304886534,323.29079487329176,837.7499734687924,563.628170583798,25,35,47.691275462545136,515.9368951212529,18,0,0.01871264978634929,0.0,0.029417206515998093,191.25212527058343,580.6831866670509
913.8151458817487,327.75317552355364,1281.0254495903757,884.0401530649385,637.870815224731,25,16,67.06788100005552,570.8029342246755,9,0,0.007834435057970175,0.0,1.6052406396049939,129.39276299984115,342.3513189672159
382.3832160560893,859.1964928459379,735.6606331180961,625.8376438447932,437.60106566668685,32,45,47.01196473508803,390.5891009315988,3,0,0.00880990123245496,0.0,3.8273801286955984,87.02538318498593,258.1760407730118
510.47412634155955,109.88847226331649,262.931098899134,1376.6313194722015,363.9461800347229,8,50,47.15143288060203,316.79474715412084,78,0,0.007825455871550766,0.0,0.2672730995344218,138.46303351247093,477.9823030155146
2147.097129868474,1658.8404006061198,169.6250016614597,1422.4804582062404,961.9178562897669,12,35,36.93140564546081,924.986450644306,49,0,0.004050085186435525,0.0,0.00394023680336499,768.0643665854174,900.2836846822794
2033.1091353170443,645.5030227106424,649.6712587147452,797.9492833875204,653.7889792371574,28,40,59.437496683025465,594.351482554132,15,0,0.01770452659496655,0.0,0.08678044886711433,262.54634742220713,646.6829456484495
772.8012425022728,1147.4500778840936,772.0055390650823,1580.1889737298422,324.12686833053635,14,30,53.8891635492478,270.2377047812886,53,0,0.015929339269260837,0.0,0.8505074334707857,96.10171993644907,549.0796310810778
5090.911745404454,1750.6674290317098,1006.6486948050872,1760.8808849179284,824.4878669877684,32,20,68.36905160525708,756.1188153825112,25,0,0.01384891018136438,0.0,0.025704668012158677,554.4154169995782,1295.2961789723895
891.7273890303884,74.04274500069882,1686.0325235404166,1124.691019707956,457.1902591660879,32,40,54.79348797160381,402.39677119448413,7,0,0.010948577118648209,0.0,3.5918570393287017,161.29985834659314,502.0869190024505
2609.6891687381185,1248.0913470578512,1904.0547765744118,1175.9677767773287,661.0614175927386,28,30,67.42651175315505,593.6349058395836,20,0,0.01584158775657802,0.0,0.4463902519804978,315.0655622225526,830.7265535428221
1265.0377422564263,1839.9080625875017,1772.9506894278672,1528.378773451086,951.4408939347783,8,35,42.32288254528233,909.1180113894959,65,0,0.0022468309654335482,0.0,1.9548404012741378,776.6342609246984,854.5040312712226
2967.6399404303,125.26678429998152,1382.9553646669096,1066.3468350731478,902.747208600551,25,40,67.2049908419451,835.5422177586058,18,0,0.009178627927800642,0.0,0.20622393752852772,598.4257218502019,873.6045535429934
1410.0701000035144,1397.918067430982,389.9788438751306,800.2741038168465,737.6520623184053,16,40,44.655165778037144,692.9968965403682,25,0,0.008514899583494941,0.0,0.06866278731330623,299.075980552562,520.4621678769967
488.5974005095334,78.60183718925168,671.6217856851719,509.6147237724158,367.40884109269024,32,40,62.47987024467764,304.92897084801257,6,0,0.025772082836098633,0.0,1.5709215151986369,52.67861606470504,290.93301729059436
916.3220717467858,244.9956484729746,1478.0530450021959,508.1777860198168,600.6376484668963,28,45,54.31428131272368,546.3233671541726,7,0,0.014121335022626354,0.0,2.5814833148520515,145.410165013206,350.8077394350439
4731.773268993441,950.4890531688093,150.42016159966334,1762.7644255496036,926.189431418085,25,25,63.36682220720678,862.8226092108782,29,0,0.008719142954271644,0.0,0.00033896187203798055,758.239462461344,1209.663373332255
1562.842022162324,1333.6225890036324,1380.0318471219039,1424.566930029072,447.72972492091867,32,30,48.30072799215647,399.4289969287622,14,0,0.017653022998062005,0.0,0.635207375883127,178.15060969456596,726.7016600226996
718.5258585272902,422.65220571603567,1480.123609756082,1984.7315051187427,298.02365413768945,28,45,64.29323453197013,233.7304196057193,13,0,0.01353308461812564,0.0,4.405909332705441,125.9428339291782,666.2840287470005
1500.9672068215575,1879.8320964145391,179.44907997851973,838.8774952559999,752.8360862063419,32,25,57.92383177373858,694.9122544326033,7,0,0.00891433408282039,0.0,0.01057910836469093,237.9385245550028,472.73750091164914
418.4134741418586,1928.1336298506656,857.1332170681333,596.6754546242216,434.95852512001983,16,20,66.23628365595917,368.72224146406063,17,0,0.013170211459508634,0.0,3.140872496788394,48.97993520641244,224.65194389972203
1058.9761715859904,1423.819326727146,97.94525846462129,1712.7433558168207,418.84546474380573,20,30,51.14808512084711,367.69737962295864,24,0,0.010510297416056818,0.0,0.006096927782859335,168.94141356544142,617.2487175787181
627.4371668925688,1551.439935433686,353.87170564005885,1597.9556415989562,347.3340693176117,25,20,71.89878938543936,275.4352799321723,14,0,0.01238185832751102,0.0,0.23733591088725955,79.89587351050422,463.3065108037985
860.9310700486468,563.4603837715379,1245.8660942927388,281.58185164094436,942.1663734277029,25,40,69.06401824584412,873.1023551818587,5,0,0.009251403916501436,0.0,2.089577792081735,172.4513518306618,241.5110062920165
3821.6687121358923,1710.8271875621645,1620.5339071834499,943.4141878815058,881.9162060280685,28,50,55.11804872398265,826.7981573040859,19,0,0.014061440661747023,0.0,0.16802998910886982,639.6115640390336,995.3254268186527
1008.8294432557714,1112.8308944960193,158.02623139478433,1649.6781322504366,762.4590723954941,25,35,69.07659005592303,693.3824823395711,7,0,0.00273182065773186,0.0,0.020705877710308983,538.5859483080314,762.9145908630892
712.6207835708603,1487.5425378470682,1376.5663166059692,475.31078171267256,644.963439915988,25,20,57.953863417502646,587.0095764984853,7,0,0.011208698203951914,0.0,2.997481164451061,87.60196168028261,241.81930605531608
862.2344319873397,1088.575826310767,1425.563384242588,1838.5457398407664,537.3913796568977,25,35,67.60559992565778,469.7857797312399,9,0,0.004471438622093627,0.0,2.795521276788106,303.81459831956886,666.3060379429858
1370.6104641524446,1743.0303515319656,1443.89408939524,1882.5426288495573,529.7721219658888,14,16,42.4325535284013,487.3395684374875,50,0,0.007717595938526739,0.0,0.905932857307318,192.23133543786355,600.9141394038254
1070.3283290050513,646.1566324492725,1786.3801174908106,1412.1291691683448,434.8633906658613,20,45,45.57899539497682,389.2843952708845,22,0,0.011254994361797659,0.0,2.8353135771695457,201.11656007660966,637.3074664318417
2878.243225939501,1011.0241587244121,966.022556289863,1666.5837545520135,473.5812496445183,32,45,62.73707198802241,410.8441776564959,25,0,0.025474648680895325,0.0,0.0926113160009356,324.1763447120136,1255.6885973085123
965.2679651088647,1554.7567160791782,1932.873898123594,1359.6854903457777,332.7715121365803,28,50,73.81963919012146,258.9518729464589,17,0,0.02313504039698353,0.0,3.930879136547627,123.41415104896194,700.7755019645681
917.8347517658877,449.5561645034806,949.4739885066155,1833.4853989390162,605.5484280348778,32,20,47.205737998719854,558.3426900361579,5,0,0.0036218753990455653,0.0,1.0227197008744753,264.8777936333985,546.0239614600395
