MRd,MEd,b,h,fi,fck,a1,d,n1,n2,ro1,ro2,wk,Mcr,cost,Ac,u,h0,fiRH,Bt0,Bfcm,fi0,Eceff,alphacs,Acs,Scs,X_I,I_I,Wcs
669.0688278349726,369.2988049823265,1623.7712016273315,300.3627530931388,16,40,48,252.3627530931388,37,35,0.015253189284058315,0.014428692566001109,0.25544160673270416,108.78068841148796,832.1042896973186,487720.38851413946,3848.2679094409405,253.47527770486923,1.493914954613036,0.4884495453790254,2.4248711305964283,1.7694335087360988,31000,6.451612903225806,581116.8979,87538029.65116487,150.63755670222542,4641789538,31002060.107762825
2944.4482527115715,199.75714451834443,1815.9167752862909,626.7652598798704,25,35,52.5,574.2652598798704,26,20,0.011213531038839061,0.008625793,0.002795436,489.02719411267157,1449.704465500653,1138153.5495825284,4885.364070332323,465.9442093555605,1.386969392002229,0.4884495453790254,2.5619759815877585,1.7356479540986263,31000,6.451612903225806,1283832.2411804423,407287903.29806113,317.2438658524209,47154563826.96741,152346702.80266818
1581.9513131190372,18.464324756022286,1032.5896634277651,1202.0490578828094,8,40,44,1158.0490578828094,64,29,0.00259179,0.001174405,4.967406402637796e-05,934.7147669484128,864.7520580362756,1241223.4321028723,4469.277442621149,555.4470260744956,1.3661758844453804,0.4884495453790254,2.4248711305964283,1.618135879355323,31000,6.451612903225806,1271382.7215773342,770454580.2697766,605.9973658552763,158782187240.09317,266389961.41421676
3369.134687441318,997.9297202977828,1685.3425468464986,570.8144385,32,35,56,514.8144385,21,21,0.017556017216737732,0.017556017216737732,0.077062282,422.7732457494185,1798.3666940374362,962017.8595858708,4512.313970725663,426.3966850831351,1.3985810511377559,0.4884495453790254,2.5619759815877585,1.7501787379345797,31000,6.451612903225806,1179943.0480464995,336764264.22595656,285.4072192581665,37590015035.305824,131706602.00190519
1067.4803929986597,348.7871553302747,1469.7201602386851,333.3654442641449,25,45,52.5,280.8654442641449,21,16,0.02103943,0.016030042,0.095049967,140.49495087815745,1000.4870838583809,489953.9141619395,3606.171209,271.7308113039014,1.4903230061998467,0.4884495453790254,2.307657474337976,1.6798537081732265,31000,6.451612903225806,607130.2530559136,103006165.61192939,169.66073605039583,6059809286.293263,37016707.414309524
517.7923391435673,132.5802824922141,589.4083716664445,341.3732991341627,20,45,50,291.3732991341627,15,9,0.023420453,0.014052271521770117,0.059477368,61.11606302681682,414.0240583629844,201208.28037306893,1861.5633416012145,216.17129632559335,1.535480505823447,0.4884495453790254,2.307657474337976,1.7307540786828153,31000,6.451612903225806,249852.29565445927,44114122.038353726,176.5608033450398,2653887907.4205327,16102467.805694625
2563.721199575916,1362.6982963299597,491.5826864946814,920.5194420991025,32,35,56,864.5194420991025,9,7,0.015995683531676748,0.012441087191304136,0.27738866838479165,322.73591317525614,728.1062870138791,452511.4203176622,2824.204257187568,320.4523321328659,1.4383961947694859,0.4884495453790254,2.5619759815877585,1.8000032495532496,31000,6.451612903225806,535530.5397,250678297.58720267,468.0933746803866,45487803257.771645,100541959.30243145
2159.7250172595755,276.34219600462967,1996.582405187157,381.2984931,32,40,56,325.2984931,22,14,0.023241288,0.014789910473270204,0.013142721559102424,238.86635155910952,1546.427776413036,761293.8625162775,4755.7617966428725,320.1564313223932,1.4523384855964767,0.4884495453790254,2.4248711305964283,1.7201892078971104,31000,6.451612903225806,948086.8811968163,186341280.52021462,196.54451951174235,12577302752.113285,68075952.60608284
2503.1227363528606,1347.5756250608808,748.0191462629563,887.1530784944034,28,25,54,833.1530784944034,12,12,0.011134633123688821,0.011134633123688821,0.27637564018199395,335.34756705061693,843.2648223931926,663607.4883799371,3270.3444495147196,405.83339071724305,1.4052023877345867,0.4884495453790254,2.924504620055724,2.0072936031404334,31000,6.451612903225806,758949.7583314622,336652307.2631701,443.57653924720177,57993920334.134384,130741631.3
852.8028681526898,59.091998203767325,1360.5502592277412,355.8858761591616,32,30,56,299.8858761591616,10,10,0.016609803546967186,0.016609803546967186,0.002850803,108.30489758304144,846.0077482668564,484200.6210638392,3432.8722707738057,282.09649696910816,1.45742724,0.4884495453790254,2.725319874996811,1.9400998211471587,31000,6.451612903225806,587974.5203308052,104625913.6635957,177.9429380795808,6653652193.254129,37392055.36933666
2112.3497465843325,1024.6037792283828,1346.9907129302512,427.79587309414154,32,35,56,371.79587309414154,19,9,0.02651809,0.012561200718814749,0.22099808133358773,195.20680214205404,1166.3570435401825,576237.0681,3549.5731720487856,324.6796390198642,1.4364852475710335,0.4884495453790254,2.5619759815877585,1.797611897866248,31000,6.451612903225806,721520.5270614495,162524594.19564775,225.25290424870485,12317204940.190758,60812799.429192655
7366.132026027276,610.7734251887833,1605.803063269252,858.1547527270542,32,25,56,802.1547527270542,30,10,0.017508671664578895,0.005836224,0.004595436,713.1579143378913,1809.054445290164,1378027.5306881713,4927.915631992612,559.2739947664093,1.3641215471892303,0.4884495453790254,2.924504620055724,1.9486107335708283,31000,6.451612903225806,1585575.3292221033,719050196.3628885,453.49481863826713,112510913841.30472,278038185.55611813
8077.4491934866255,1038.5406951154657,1644.066784556791,994.1513228472986,28,25,54,940.1513228472986,34,23,0.012808931734536573,0.008664866,0.013839958896442671,942.7086148,2026.1073067094671,1634451.1687164383,5276.436214808179,619.5284476781485,1.351912076191627,0.4884495453790254,2.924504620055724,1.9311698344909964,31000,6.451612903225806,1860889.0598513104,944364419.9501415,507.48023636916787,178867633276.83368,367532894.8987631
1756.1035284087698,412.2936777622998,968.6617290815287,566.6361059,28,40,54,512.6361059,14,10,0.015705711,0.011218364800047453,0.049128875,248.68596483118878,877.4884098274295,548878.7101137902,3070.5956699892213,357.50634020513485,1.433792510699634,0.4884495453790254,2.4248711305964283,1.698222850753874,31000,6.451612903225806,644220.9800653153,186163384.36414987,288.9744205,19679133964.81263,70874503.02290332
1045.201218547104,528.0130828,695.4137785767865,532.6878795875518,32,30,56,476.68787958755183,7,6,0.015197486680760543,0.013026417154937608,0.23988749104532447,128.8910939953276,574.9736757279998,370438.49114603567,2456.203316328677,301.6350386658833,1.4473292791736414,0.4884495453790254,2.725319874996811,1.9266576047355963,31000,6.451612903225806,437891.5256695636,117721164.69011773,268.83636195086143,11741234135.68539,44499399.67
1983.7639991194783,791.7150994835912,331.08540468663307,1159.213554023043,28,40,54,1105.213554023043,7,5,0.011230536341498528,0.008021812,0.15226304478168345,345.43233971240574,498.8918383909945,383798.68865194934,2980.5979174193517,257.5313405,1.4909851178748423,0.4884495453790254,2.4248711305964283,1.7659633304078897,31000,6.451612903225806,431469.82362771186,254258879.11910295,589.2854266871904,56107618614.59035,98446832.01874459
8600.623637138719,1619.017648078215,1918.8487669939614,953.2386781027075,32,40,56,897.2386781027075,29,24,0.012751034851306745,0.010552580566598685,0.030135123261143277,1392.5736706021476,2666.2652535467346,1829120.862128334,5744.174890193338,636.8611322,1.3471273986821826,0.4884495453790254,2.4248711305964283,1.5955743346730054,31000,6.451612903225806,2104121.695185794,1013777418.8731804,481.80550639855636,187101413517.44806,396877913.4508251
1143.0001822820411,294.41539896853504,1444.8217929799623,712.1984043540006,8,25,44,668.1984043540006,82,38,0.004005608,0.001856257,0.059958705,344.4935429143677,647.4455539,1028999.7755362153,4314.040394667925,477.0468894116245,1.383943717210151,0.4884495453790254,2.924504620055724,1.9769261672981382,31000,6.451612903225806,1067914.9877613275,384736990.9,360.2693054498626,47266669597.22236,134307364.02418754
